Year,Month,Member State,Product,Begin Date,End Date,Price(€/100kg)
2014,Jul,Finland,Raw milk,01/07/2014,31/07/2014,44.6
2014,Jul,Sweden,Raw milk,01/07/2014,31/07/2014,37.92
2014,Jul,UK up to 01/02/2020,Raw milk,01/07/2014,31/07/2014,38.69
2014,Aug,European Union,Raw milk,01/08/2014,31/08/2014,36.7
2014,Aug,European Union + UK,Raw milk,01/08/2014,31/08/2014,36.84
2014,Aug,Belgium,Raw milk,01/08/2014,31/08/2014,34.36
2014,Aug,Bulgaria,Raw milk,01/08/2014,31/08/2014,33.84
2014,Aug,Czechia,Raw milk,01/08/2014,31/08/2014,32.54
2014,Aug,Denmark,Raw milk,01/08/2014,31/08/2014,38
2014,Aug,Germany,Raw milk,01/08/2014,31/08/2014,37.09
2014,Aug,Estonia,Raw milk,01/08/2014,31/08/2014,29.88
2014,Aug,Ireland,Raw milk,01/08/2014,31/08/2014,36.52
2014,Aug,Greece,Raw milk,01/08/2014,31/08/2014,42.31
2014,Aug,Spain,Raw milk,01/08/2014,31/08/2014,33.79
2014,Aug,France,Raw milk,01/08/2014,31/08/2014,38.43
2014,Aug,Croatia,Raw milk,01/08/2014,31/08/2014,33.97
2014,Aug,Italy,Raw milk,01/08/2014,31/08/2014,39.73
2014,Aug,Cyprus,Raw milk,01/08/2014,31/08/2014,54.89
2014,Aug,Latvia,Raw milk,01/08/2014,31/08/2014,27.21
2014,Aug,Lithuania,Raw milk,01/08/2014,31/08/2014,24.27
2014,Aug,Luxembourg,Raw milk,01/08/2014,31/08/2014,36.57
2014,Aug,Hungary,Raw milk,01/08/2014,31/08/2014,31.8
2014,Aug,Malta,Raw milk,01/08/2014,31/08/2014,49.12
2014,Aug,Netherlands,Raw milk,01/08/2014,31/08/2014,39.75
2014,Aug,Austria,Raw milk,01/08/2014,31/08/2014,38.37
2014,Aug,Poland,Raw milk,01/08/2014,31/08/2014,30.18
2014,Aug,Portugal,Raw milk,01/08/2014,31/08/2014,33.31
2014,Aug,Romania,Raw milk,01/08/2014,31/08/2014,29.05
2014,Aug,Slovenia,Raw milk,01/08/2014,31/08/2014,33.79
2014,Aug,Slovakia,Raw milk,01/08/2014,31/08/2014,32.84
2014,Aug,Finland,Raw milk,01/08/2014,31/08/2014,46.37
2014,Aug,Sweden,Raw milk,01/08/2014,31/08/2014,36.78
2014,Aug,UK up to 01/02/2020,Raw milk,01/08/2014,31/08/2014,38.08
2014,Sep,European Union,Raw milk,01/09/2014,30/09/2014,36.2
2014,Sep,European Union + UK,Raw milk,01/09/2014,30/09/2014,36.36
2014,Sep,Belgium,Raw milk,01/09/2014,30/09/2014,33.29
2014,Sep,Bulgaria,Raw milk,01/09/2014,30/09/2014,33.57
2014,Sep,Czechia,Raw milk,01/09/2014,30/09/2014,31.99
2014,Sep,Denmark,Raw milk,01/09/2014,30/09/2014,37.5
2014,Sep,Germany,Raw milk,01/09/2014,30/09/2014,36.44
2014,Sep,Estonia,Raw milk,01/09/2014,30/09/2014,25.15
2014,Sep,Ireland,Raw milk,01/09/2014,30/09/2014,35.45
2014,Sep,Greece,Raw milk,01/09/2014,30/09/2014,42.63
2014,Sep,Spain,Raw milk,01/09/2014,30/09/2014,34.08
2014,Sep,France,Raw milk,01/09/2014,30/09/2014,38.84
2014,Sep,Croatia,Raw milk,01/09/2014,30/09/2014,34.56
2014,Sep,Italy,Raw milk,01/09/2014,30/09/2014,39.17
2014,Sep,Cyprus,Raw milk,01/09/2014,30/09/2014,55.62
2014,Sep,Latvia,Raw milk,01/09/2014,30/09/2014,23.36
2014,Sep,Lithuania,Raw milk,01/09/2014,30/09/2014,22.78
2014,Sep,Luxembourg,Raw milk,01/09/2014,30/09/2014,36.02
2014,Sep,Hungary,Raw milk,01/09/2014,30/09/2014,32.08
2014,Sep,Malta,Raw milk,01/09/2014,30/09/2014,49.12
2014,Sep,Netherlands,Raw milk,01/09/2014,30/09/2014,38
2014,Sep,Austria,Raw milk,01/09/2014,30/09/2014,39.02
2014,Sep,Poland,Raw milk,01/09/2014,30/09/2014,29.74
2014,Sep,Portugal,Raw milk,01/09/2014,30/09/2014,33.45
2014,Sep,Romania,Raw milk,01/09/2014,30/09/2014,29.19
2014,Sep,Slovenia,Raw milk,01/09/2014,30/09/2014,33.46
2014,Sep,Slovakia,Raw milk,01/09/2014,30/09/2014,32.63
2014,Sep,Finland,Raw milk,01/09/2014,30/09/2014,43.81
2014,Sep,Sweden,Raw milk,01/09/2014,30/09/2014,36.76
2014,Sep,UK up to 01/02/2020,Raw milk,01/09/2014,30/09/2014,37.81
2014,Oct,European Union,Raw milk,01/10/2014,31/10/2014,35.08
2014,Oct,European Union + UK,Raw milk,01/10/2014,31/10/2014,35.27
2014,Oct,Belgium,Raw milk,01/10/2014,31/10/2014,32.28
2014,Oct,Bulgaria,Raw milk,01/10/2014,31/10/2014,33.45
2014,Oct,Czechia,Raw milk,01/10/2014,31/10/2014,31.57
2014,Oct,Denmark,Raw milk,01/10/2014,31/10/2014,36
2014,Oct,Germany,Raw milk,01/10/2014,31/10/2014,35.14
2014,Oct,Estonia,Raw milk,01/10/2014,31/10/2014,25.54
2014,Oct,Ireland,Raw milk,01/10/2014,31/10/2014,38.17
2014,Oct,Greece,Raw milk,01/10/2014,31/10/2014,42.22
2014,Oct,Spain,Raw milk,01/10/2014,31/10/2014,33.11
2014,Oct,France,Raw milk,01/10/2014,31/10/2014,36.25
2014,Oct,Croatia,Raw milk,01/10/2014,31/10/2014,34.62
2014,Oct,Italy,Raw milk,01/10/2014,31/10/2014,36.77
2014,Oct,Cyprus,Raw milk,01/10/2014,31/10/2014,57.02
2014,Oct,Latvia,Raw milk,01/10/2014,31/10/2014,23.33
2014,Oct,Lithuania,Raw milk,01/10/2014,31/10/2014,24.37
2014,Oct,Luxembourg,Raw milk,01/10/2014,31/10/2014,34.56
2014,Oct,Hungary,Raw milk,01/10/2014,31/10/2014,32.14
2014,Oct,Malta,Raw milk,01/10/2014,31/10/2014,47.61
2014,Oct,Netherlands,Raw milk,01/10/2014,31/10/2014,37
2014,Oct,Austria,Raw milk,01/10/2014,31/10/2014,37.49
2014,Oct,Poland,Raw milk,01/10/2014,31/10/2014,29.64
2014,Oct,Portugal,Raw milk,01/10/2014,31/10/2014,34.09
2014,Oct,Romania,Raw milk,01/10/2014,31/10/2014,30.62
2014,Oct,Slovenia,Raw milk,01/10/2014,31/10/2014,32.39
2014,Oct,Slovakia,Raw milk,01/10/2014,31/10/2014,32.49
2014,Oct,Finland,Raw milk,01/10/2014,31/10/2014,44.69
2014,Oct,Sweden,Raw milk,01/10/2014,31/10/2014,35.99
2014,Oct,UK up to 01/02/2020,Raw milk,01/10/2014,31/10/2014,36.95
2014,Nov,European Union,Raw milk,01/11/2014,30/11/2014,34.22
2014,Nov,European Union + UK,Raw milk,01/11/2014,30/11/2014,34.36
2014,Nov,Belgium,Raw milk,01/11/2014,30/11/2014,31.28
2014,Nov,Bulgaria,Raw milk,01/11/2014,30/11/2014,32.58
2014,Nov,Czechia,Raw milk,01/11/2014,30/11/2014,31.19
2014,Nov,Denmark,Raw milk,01/11/2014,30/11/2014,36
2014,Nov,Germany,Raw milk,01/11/2014,30/11/2014,33.99
2014,Nov,Estonia,Raw milk,01/11/2014,30/11/2014,25.36
2014,Nov,Ireland,Raw milk,01/11/2014,30/11/2014,37.58
2014,Nov,Greece,Raw milk,01/11/2014,30/11/2014,42.77
2014,Nov,Spain,Raw milk,01/11/2014,30/11/2014,33.11
2014,Nov,France,Raw milk,01/11/2014,30/11/2014,34.93
2014,Nov,Croatia,Raw milk,01/11/2014,30/11/2014,34.78
2014,Nov,Italy,Raw milk,01/11/2014,30/11/2014,36.77
2014,Nov,Cyprus,Raw milk,01/11/2014,30/11/2014,57.62
2014,Nov,Latvia,Raw milk,01/11/2014,30/11/2014,23.84
2014,Nov,Lithuania,Raw milk,01/11/2014,30/11/2014,25.33
2014,Nov,Luxembourg,Raw milk,01/11/2014,30/11/2014,34.03
2014,Nov,Hungary,Raw milk,01/11/2014,30/11/2014,32.2
2014,Nov,Malta,Raw milk,01/11/2014,30/11/2014,47.43
2014,Nov,Netherlands,Raw milk,01/11/2014,30/11/2014,34.5
2014,Nov,Austria,Raw milk,01/11/2014,30/11/2014,37.33
2014,Nov,Poland,Raw milk,01/11/2014,30/11/2014,29.61
2014,Nov,Portugal,Raw milk,01/11/2014,30/11/2014,33.88
2014,Nov,Romania,Raw milk,01/11/2014,30/11/2014,31.04
2014,Nov,Slovenia,Raw milk,01/11/2014,30/11/2014,32.03
2014,Nov,Slovakia,Raw milk,01/11/2014,30/11/2014,32.06
2014,Nov,Finland,Raw milk,01/11/2014,30/11/2014,42.86
2014,Nov,Sweden,Raw milk,01/11/2014,30/11/2014,35.4
2014,Nov,UK up to 01/02/2020,Raw milk,01/11/2014,30/11/2014,35.63
2014,Dec,European Union,Raw milk,01/12/2014,31/12/2014,32.85
2014,Dec,European Union + UK,Raw milk,01/12/2014,31/12/2014,32.96
2014,Dec,Belgium,Raw milk,01/12/2014,31/12/2014,31.15
2014,Dec,Bulgaria,Raw milk,01/12/2014,31/12/2014,32.53
2014,Dec,Czechia,Raw milk,01/12/2014,31/12/2014,31.13
2014,Dec,Denmark,Raw milk,01/12/2014,31/12/2014,34.5
2014,Dec,Germany,Raw milk,01/12/2014,31/12/2014,32.48
2014,Dec,Estonia,Raw milk,01/12/2014,31/12/2014,24.95
2014,Dec,Ireland,Raw milk,01/12/2014,31/12/2014,33.31
2014,Dec,Greece,Raw milk,01/12/2014,31/12/2014,42.89
2014,Dec,Spain,Raw milk,01/12/2014,31/12/2014,33.4
2014,Dec,France,Raw milk,01/12/2014,31/12/2014,33.21
2014,Dec,Croatia,Raw milk,01/12/2014,31/12/2014,34.97
2014,Dec,Italy,Raw milk,01/12/2014,31/12/2014,35.97
2014,Dec,Cyprus,Raw milk,01/12/2014,31/12/2014,57.46
2014,Dec,Latvia,Raw milk,01/12/2014,31/12/2014,24.25
2014,Dec,Lithuania,Raw milk,01/12/2014,31/12/2014,25.14
2014,Dec,Luxembourg,Raw milk,01/12/2014,31/12/2014,33.6
2014,Dec,Hungary,Raw milk,01/12/2014,31/12/2014,31.41
2014,Dec,Malta,Raw milk,01/12/2014,31/12/2014,46.36
2014,Dec,Netherlands,Raw milk,01/12/2014,31/12/2014,30.75
2014,Dec,Austria,Raw milk,01/12/2014,31/12/2014,36.72
2014,Dec,Poland,Raw milk,01/12/2014,31/12/2014,29.98
2014,Dec,Portugal,Raw milk,01/12/2014,31/12/2014,34.02
2014,Dec,Romania,Raw milk,01/12/2014,31/12/2014,30.35
2014,Dec,Slovenia,Raw milk,01/12/2014,31/12/2014,31.72
2014,Dec,Slovakia,Raw milk,01/12/2014,31/12/2014,31.79
2014,Dec,Finland,Raw milk,01/12/2014,31/12/2014,42.82
2014,Dec,Sweden,Raw milk,01/12/2014,31/12/2014,33.47
2014,Dec,UK up to 01/02/2020,Raw milk,01/12/2014,31/12/2014,33.98
2013,Jan,European Union,Raw milk,01/01/2013,31/01/2013,34.25
2013,Jan,European Union + UK,Raw milk,01/01/2013,31/01/2013,34.33
2013,Jan,Belgium,Raw milk,01/01/2013,31/01/2013,34.01
2013,Jan,Bulgaria,Raw milk,01/01/2013,31/01/2013,34
2013,Jan,Czechia,Raw milk,01/01/2013,31/01/2013,32
2013,Jan,Denmark,Raw milk,01/01/2013,31/01/2013,35.5
2013,Jan,Germany,Raw milk,01/01/2013,31/01/2013,34.77
2013,Jan,Estonia,Raw milk,01/01/2013,31/01/2013,32.19
2013,Jan,Ireland,Raw milk,01/01/2013,31/01/2013,33.89
2013,Jan,Greece,Raw milk,01/01/2013,31/01/2013,45.49
2013,Jan,Spain,Raw milk,01/01/2013,31/01/2013,32.72
2013,Jan,France,Raw milk,01/01/2013,31/01/2013,32.62
2013,Jan,Italy,Raw milk,01/01/2013,31/01/2013,37.84
2013,Jan,Cyprus,Raw milk,01/01/2013,31/01/2013,58.86
2013,Jan,Latvia,Raw milk,01/01/2013,31/01/2013,28.95
2013,Jan,Lithuania,Raw milk,01/01/2013,31/01/2013,30.41
2013,Jan,Luxembourg,Raw milk,01/01/2013,31/01/2013,33.54
2013,Jan,Hungary,Raw milk,01/01/2013,31/01/2013,31.33
2013,Jan,Malta,Raw milk,01/01/2013,31/01/2013,52.62
2013,Jan,Netherlands,Raw milk,01/01/2013,31/01/2013,35.7
2013,Jan,Austria,Raw milk,01/01/2013,31/01/2013,35.16
2013,Jan,Poland,Raw milk,01/01/2013,31/01/2013,29.75
2013,Jan,Portugal,Raw milk,01/01/2013,31/01/2013,31.96
2013,Jan,Romania,Raw milk,01/01/2013,31/01/2013,30.82
2013,Jan,Slovenia,Raw milk,01/01/2013,31/01/2013,30.76
2013,Jan,Slovakia,Raw milk,01/01/2013,31/01/2013,31.4
2013,Jan,Finland,Raw milk,01/01/2013,31/01/2013,45.21
2013,Jan,Sweden,Raw milk,01/01/2013,31/01/2013,37.01
2013,Jan,UK up to 01/02/2020,Raw milk,01/01/2013,31/01/2013,35.1
2013,Feb,European Union,Raw milk,01/02/2013,28/02/2013,34.14
2013,Feb,European Union + UK,Raw milk,01/02/2013,28/02/2013,34.11
2013,Feb,Belgium,Raw milk,01/02/2013,28/02/2013,33.87
2013,Feb,Bulgaria,Raw milk,01/02/2013,28/02/2013,32.99
2013,Feb,Czechia,Raw milk,01/02/2013,28/02/2013,31.4
2013,Feb,Denmark,Raw milk,01/02/2013,28/02/2013,35.5
2013,Feb,Germany,Raw milk,01/02/2013,28/02/2013,34.58
2013,Feb,Estonia,Raw milk,01/02/2013,28/02/2013,32.52
2013,Feb,Ireland,Raw milk,01/02/2013,28/02/2013,33.21
2013,Feb,Greece,Raw milk,01/02/2013,28/02/2013,44.54
2013,Feb,Spain,Raw milk,01/02/2013,28/02/2013,32.72
2013,Feb,France,Raw milk,01/02/2013,28/02/2013,32.89
2013,Feb,Italy,Raw milk,01/02/2013,28/02/2013,37.84
2013,Feb,Cyprus,Raw milk,01/02/2013,28/02/2013,57.81
2013,Feb,Latvia,Raw milk,01/02/2013,28/02/2013,29.22
2013,Feb,Lithuania,Raw milk,01/02/2013,28/02/2013,30.3
2013,Feb,Luxembourg,Raw milk,01/02/2013,28/02/2013,33.61
2013,Feb,Hungary,Raw milk,01/02/2013,28/02/2013,31.53
2013,Feb,Malta,Raw milk,01/02/2013,28/02/2013,52.41
2013,Feb,Netherlands,Raw milk,01/02/2013,28/02/2013,35
2013,Feb,Austria,Raw milk,01/02/2013,28/02/2013,35.37
2013,Feb,Poland,Raw milk,01/02/2013,28/02/2013,29.63
2013,Feb,Portugal,Raw milk,01/02/2013,28/02/2013,32.03
2013,Feb,Romania,Raw milk,01/02/2013,28/02/2013,30.56
2013,Feb,Slovenia,Raw milk,01/02/2013,28/02/2013,30.75
2013,Feb,Slovakia,Raw milk,01/02/2013,28/02/2013,31.66
2013,Feb,Finland,Raw milk,01/02/2013,28/02/2013,45.12
2013,Feb,Sweden,Raw milk,01/02/2013,28/02/2013,37.32
2013,Feb,UK up to 01/02/2020,Raw milk,01/02/2013,28/02/2013,33.87
2013,Mar,European Union,Raw milk,01/03/2013,31/03/2013,34.08
2013,Mar,European Union + UK,Raw milk,01/03/2013,31/03/2013,34.07
2013,Mar,Belgium,Raw milk,01/03/2013,31/03/2013,34.37
2013,Mar,Bulgaria,Raw milk,01/03/2013,31/03/2013,33.68
2013,Mar,Czechia,Raw milk,01/03/2013,31/03/2013,31.75
2013,Mar,Denmark,Raw milk,01/03/2013,31/03/2013,36
2013,Mar,Germany,Raw milk,01/03/2013,31/03/2013,34.68
2013,Mar,Estonia,Raw milk,01/03/2013,31/03/2013,32.97
2013,Mar,Ireland,Raw milk,01/03/2013,31/03/2013,34.09
2013,Mar,Greece,Raw milk,01/03/2013,31/03/2013,44.35
2013,Mar,Spain,Raw milk,01/03/2013,31/03/2013,32.82
2013,Mar,France,Raw milk,01/03/2013,31/03/2013,32.11
2013,Mar,Italy,Raw milk,01/03/2013,31/03/2013,37.84
2013,Mar,Cyprus,Raw milk,01/03/2013,31/03/2013,57.83
2013,Mar,Latvia,Raw milk,01/03/2013,31/03/2013,29.45
2013,Mar,Lithuania,Raw milk,01/03/2013,31/03/2013,30.47
2013,Mar,Luxembourg,Raw milk,01/03/2013,31/03/2013,34
2013,Mar,Hungary,Raw milk,01/03/2013,31/03/2013,30.56
2013,Mar,Malta,Raw milk,01/03/2013,31/03/2013,52.16
2013,Mar,Netherlands,Raw milk,01/03/2013,31/03/2013,34.5
2013,Mar,Austria,Raw milk,01/03/2013,31/03/2013,35.63
2013,Mar,Poland,Raw milk,01/03/2013,31/03/2013,30.02
2013,Mar,Portugal,Raw milk,01/03/2013,31/03/2013,32
2013,Mar,Romania,Raw milk,01/03/2013,31/03/2013,30.74
2013,Mar,Slovenia,Raw milk,01/03/2013,31/03/2013,30.92
2013,Mar,Slovakia,Raw milk,01/03/2013,31/03/2013,31.73
2013,Mar,Finland,Raw milk,01/03/2013,31/03/2013,43.36
2013,Mar,Sweden,Raw milk,01/03/2013,31/03/2013,38.66
2013,Mar,UK up to 01/02/2020,Raw milk,01/03/2013,31/03/2013,33.97
2013,Apr,European Union,Raw milk,01/04/2013,30/04/2013,34.16
2013,Apr,European Union + UK,Raw milk,01/04/2013,30/04/2013,34.19
2013,Apr,Belgium,Raw milk,01/04/2013,30/04/2013,35.21
2013,Apr,Bulgaria,Raw milk,01/04/2013,30/04/2013,33.7
2013,Apr,Czechia,Raw milk,01/04/2013,30/04/2013,31.8
2013,Apr,Denmark,Raw milk,01/04/2013,30/04/2013,36
2013,Apr,Germany,Raw milk,01/04/2013,30/04/2013,34.65
2013,Apr,Estonia,Raw milk,01/04/2013,30/04/2013,32.54
2013,Apr,Ireland,Raw milk,01/04/2013,30/04/2013,34.48
2013,Apr,Greece,Raw milk,01/04/2013,30/04/2013,44.05
2013,Apr,Spain,Raw milk,01/04/2013,30/04/2013,32.62
2013,Apr,France,Raw milk,01/04/2013,30/04/2013,31.23
2013,Apr,Italy,Raw milk,01/04/2013,30/04/2013,37.95
2013,Apr,Cyprus,Raw milk,01/04/2013,30/04/2013,57.6
2013,Apr,Latvia,Raw milk,01/04/2013,30/04/2013,29.62
2013,Apr,Lithuania,Raw milk,01/04/2013,30/04/2013,28.93
2013,Apr,Luxembourg,Raw milk,01/04/2013,30/04/2013,33.92
2013,Apr,Hungary,Raw milk,01/04/2013,30/04/2013,30.87
2013,Apr,Malta,Raw milk,01/04/2013,30/04/2013,51.92
2013,Apr,Netherlands,Raw milk,01/04/2013,30/04/2013,37
2013,Apr,Austria,Raw milk,01/04/2013,30/04/2013,35.34
2013,Apr,Poland,Raw milk,01/04/2013,30/04/2013,30.26
2013,Apr,Portugal,Raw milk,01/04/2013,30/04/2013,32.95
2013,Apr,Romania,Raw milk,01/04/2013,30/04/2013,29.22
2013,Apr,Slovenia,Raw milk,01/04/2013,30/04/2013,31.1
2013,Apr,Slovakia,Raw milk,01/04/2013,30/04/2013,31.78
2013,Apr,Finland,Raw milk,01/04/2013,30/04/2013,43.47
2013,Apr,Sweden,Raw milk,01/04/2013,30/04/2013,38.28
2013,Apr,UK up to 01/02/2020,Raw milk,01/04/2013,30/04/2013,34.39
2013,May,European Union,Raw milk,01/05/2013,31/05/2013,34.26
2013,May,European Union + UK,Raw milk,01/05/2013,31/05/2013,34.25
2013,May,Belgium,Raw milk,01/05/2013,31/05/2013,35.71
2013,May,Bulgaria,Raw milk,01/05/2013,31/05/2013,33.04
2013,May,Czechia,Raw milk,01/05/2013,31/05/2013,32.03
2013,May,Denmark,Raw milk,01/05/2013,31/05/2013,36.5
2013,May,Germany,Raw milk,01/05/2013,31/05/2013,32.99
2013,May,Estonia,Raw milk,01/05/2013,31/05/2013,32.65
2013,May,Ireland,Raw milk,01/05/2013,31/05/2013,36.22
2013,May,Greece,Raw milk,01/05/2013,31/05/2013,43.59
2013,May,Spain,Raw milk,01/05/2013,31/05/2013,32.62
2013,May,France,Raw milk,01/05/2013,31/05/2013,31.98
2013,May,Italy,Raw milk,01/05/2013,31/05/2013,38.16
2013,May,Cyprus,Raw milk,01/05/2013,31/05/2013,56.8
2013,May,Latvia,Raw milk,01/05/2013,31/05/2013,29.67
2013,May,Lithuania,Raw milk,01/05/2013,31/05/2013,28.82
2013,May,Luxembourg,Raw milk,01/05/2013,31/05/2013,34.4
2013,May,Hungary,Raw milk,01/05/2013,31/05/2013,31.38
2013,May,Malta,Raw milk,01/05/2013,31/05/2013,52.72
2013,May,Netherlands,Raw milk,01/05/2013,31/05/2013,39.5
2013,May,Austria,Raw milk,01/05/2013,31/05/2013,35.93
2013,May,Poland,Raw milk,01/05/2013,31/05/2013,30.03
2013,May,Portugal,Raw milk,01/05/2013,31/05/2013,31.6
2013,May,Romania,Raw milk,01/05/2013,31/05/2013,28.92
2013,May,Slovenia,Raw milk,01/05/2013,31/05/2013,31.12
2013,May,Slovakia,Raw milk,01/05/2013,31/05/2013,31.54
2013,May,Finland,Raw milk,01/05/2013,31/05/2013,43.04
2013,May,Sweden,Raw milk,01/05/2013,31/05/2013,38.63
2013,May,UK up to 01/02/2020,Raw milk,01/05/2013,31/05/2013,34.15
2013,Jun,European Union,Raw milk,01/06/2013,30/06/2013,35.63
2013,Jun,European Union + UK,Raw milk,01/06/2013,30/06/2013,35.68
2013,Jun,Belgium,Raw milk,01/06/2013,30/06/2013,36.13
2013,Jun,Czechia,Raw milk,01/06/2013,30/06/2013,32.02
2013,Jun,Denmark,Raw milk,01/06/2013,30/06/2013,38
2013,Jun,Germany,Raw milk,01/06/2013,30/06/2013,36.1
2013,Jun,Estonia,Raw milk,01/06/2013,30/06/2013,32.79
2013,Jun,Ireland,Raw milk,01/06/2013,30/06/2013,37.1
2013,Jun,Greece,Raw milk,01/06/2013,30/06/2013,43.53
2013,Jun,Spain,Raw milk,01/06/2013,30/06/2013,32.91
2013,Jun,France,Raw milk,01/06/2013,30/06/2013,34.51
2013,Jun,Italy,Raw milk,01/06/2013,30/06/2013,38.32
2013,Jun,Cyprus,Raw milk,01/06/2013,30/06/2013,56.8
2013,Jun,Latvia,Raw milk,01/06/2013,30/06/2013,29.38
2013,Jun,Lithuania,Raw milk,01/06/2013,30/06/2013,28.59
2013,Jun,Luxembourg,Raw milk,01/06/2013,30/06/2013,35.41
2013,Jun,Hungary,Raw milk,01/06/2013,30/06/2013,31.32
2013,Jun,Malta,Raw milk,01/06/2013,30/06/2013,54.91
2013,Jun,Netherlands,Raw milk,01/06/2013,30/06/2013,40
2013,Jun,Austria,Raw milk,01/06/2013,30/06/2013,36.2
2013,Jun,Poland,Raw milk,01/06/2013,30/06/2013,29.48
2013,Jun,Portugal,Raw milk,01/06/2013,30/06/2013,32.49
2013,Jun,Romania,Raw milk,01/06/2013,30/06/2013,27.12
2013,Jun,Slovenia,Raw milk,01/06/2013,30/06/2013,31.14
2013,Jun,Slovakia,Raw milk,01/06/2013,30/06/2013,31.72
2013,Jun,Finland,Raw milk,01/06/2013,30/06/2013,44.35
2013,Jun,Sweden,Raw milk,01/06/2013,30/06/2013,39.32
2013,Jun,UK up to 01/02/2020,Raw milk,01/06/2013,30/06/2013,36.13
2013,Jul,European Union,Raw milk,01/07/2013,31/07/2013,36.42
2013,Jul,European Union + UK,Raw milk,01/07/2013,31/07/2013,36.31
2013,Jul,Belgium,Raw milk,01/07/2013,31/07/2013,35.97
2013,Jul,Bulgaria,Raw milk,01/07/2013,31/07/2013,32.76
2013,Jul,Czechia,Raw milk,01/07/2013,31/07/2013,32.23
2013,Jul,Denmark,Raw milk,01/07/2013,31/07/2013,38
2013,Jul,Germany,Raw milk,01/07/2013,31/07/2013,37.56
2013,Jul,Estonia,Raw milk,01/07/2013,31/07/2013,33.08
2013,Jul,Ireland,Raw milk,01/07/2013,31/07/2013,36.81
2013,Jul,Greece,Raw milk,01/07/2013,31/07/2013,44.02
2013,Jul,Spain,Raw milk,01/07/2013,31/07/2013,33.59
2013,Jul,France,Raw milk,01/07/2013,31/07/2013,36.09
2013,Jul,Croatia,Raw milk,01/07/2013,31/07/2013,34.54
2013,Jul,Italy,Raw milk,01/07/2013,31/07/2013,38.53
2013,Jul,Cyprus,Raw milk,01/07/2013,31/07/2013,56.34
2013,Jul,Latvia,Raw milk,01/07/2013,31/07/2013,29.49
2013,Jul,Lithuania,Raw milk,01/07/2013,31/07/2013,29.25
2013,Jul,Luxembourg,Raw milk,01/07/2013,31/07/2013,35.23
2013,Jul,Hungary,Raw milk,01/07/2013,31/07/2013,31.54
2013,Jul,Malta,Raw milk,01/07/2013,31/07/2013,56.07
2013,Jul,Netherlands,Raw milk,01/07/2013,31/07/2013,40
2013,Jul,Austria,Raw milk,01/07/2013,31/07/2013,36.49
2013,Jul,Poland,Raw milk,01/07/2013,31/07/2013,30.21
2013,Jul,Portugal,Raw milk,01/07/2013,31/07/2013,32.51
2013,Jul,Romania,Raw milk,01/07/2013,31/07/2013,27.81
2013,Jul,Slovenia,Raw milk,01/07/2013,31/07/2013,31.23
2013,Jul,Slovakia,Raw milk,01/07/2013,31/07/2013,32.02
2013,Jul,Finland,Raw milk,01/07/2013,31/07/2013,44.17
2013,Jul,Sweden,Raw milk,01/07/2013,31/07/2013,39.15
2013,Jul,UK up to 01/02/2020,Raw milk,01/07/2013,31/07/2013,35.3
2013,Aug,European Union,Raw milk,01/08/2013,31/08/2013,36.94
2013,Aug,European Union + UK,Raw milk,01/08/2013,31/08/2013,36.86
2013,Aug,Belgium,Raw milk,01/08/2013,31/08/2013,37.26
2013,Aug,Bulgaria,Raw milk,01/08/2013,31/08/2013,33.26
2013,Aug,Czechia,Raw milk,01/08/2013,31/08/2013,32.79
2013,Aug,Denmark,Raw milk,01/08/2013,31/08/2013,38
2013,Aug,Germany,Raw milk,01/08/2013,31/08/2013,37.7
2013,Aug,Estonia,Raw milk,01/08/2013,31/08/2013,33.32
2013,Aug,Ireland,Raw milk,01/08/2013,31/08/2013,39.33
2013,Aug,Greece,Raw milk,01/08/2013,31/08/2013,44.51
2013,Aug,Spain,Raw milk,01/08/2013,31/08/2013,33.88
2013,Aug,France,Raw milk,01/08/2013,31/08/2013,36.32
2013,Aug,Croatia,Raw milk,01/08/2013,31/08/2013,34.35
2013,Aug,Italy,Raw milk,01/08/2013,31/08/2013,39.52
2013,Aug,Cyprus,Raw milk,01/08/2013,31/08/2013,56.23
2013,Aug,Latvia,Raw milk,01/08/2013,31/08/2013,30.2
2013,Aug,Lithuania,Raw milk,01/08/2013,31/08/2013,30.41
2013,Aug,Luxembourg,Raw milk,01/08/2013,31/08/2013,36.03
2013,Aug,Hungary,Raw milk,01/08/2013,31/08/2013,31.55
2013,Aug,Malta,Raw milk,01/08/2013,31/08/2013,53.62
2013,Aug,Netherlands,Raw milk,01/08/2013,31/08/2013,40
2013,Aug,Austria,Raw milk,01/08/2013,31/08/2013,37.52
2013,Aug,Poland,Raw milk,01/08/2013,31/08/2013,31.17
2013,Aug,Portugal,Raw milk,01/08/2013,31/08/2013,32.71
2013,Aug,Romania,Raw milk,01/08/2013,31/08/2013,27.77
2013,Aug,Slovenia,Raw milk,01/08/2013,31/08/2013,31.68
2013,Aug,Slovakia,Raw milk,01/08/2013,31/08/2013,32.28
2013,Aug,Finland,Raw milk,01/08/2013,31/08/2013,47.97
2013,Aug,Sweden,Raw milk,01/08/2013,31/08/2013,39.05
2013,Aug,UK up to 01/02/2020,Raw milk,01/08/2013,31/08/2013,36.12
2013,Sep,European Union,Raw milk,01/09/2013,30/09/2013,38.49
2013,Sep,European Union + UK,Raw milk,01/09/2013,30/09/2013,38.44
